observations,centile,subject_ids,CortexVol,Right-Amygdala,Right-Lateral-Ventricle,WM-hypointensities
39,0.75,39,494583.2434262267,1838.6516454452305,13324.968864938543,2275.351804277422
39,0.95,39,540329.8130266292,2034.369512371818,18227.873111931018,3410.5555883178095
40,0.05,40,384543.7616656787,1359.5467619552987,1915.298025011367,-506.1667072354685
40,0.25,40,429258.4540636778,1545.3321069742906,6957.55940924752,713.6168553828694
40,0.5,40,460339.1676269916,1674.469551136942,10462.382396731937,1561.4756124449082
40,0.75,40,491419.88119030534,1803.6069952995929,13967.205384216359,2409.3343695069457
40,0.95,40,536134.5735883043,1989.3923403185843,19009.466768452512,3629.117932125284
41,0.05,41,381659.28923798323,1322.0878338708978,2480.882375679409,-596.383421806918
41,0.25,41,424932.3599653661,1495.2239828076424,7885.862051592837,829.2161085382972
41,0.5,41,455011.0174301545,1615.569103482095,11642.806718176638,1820.135385456705
41,0.75,41,485089.674894943,1735.9142241565469,15399.751384760466,2811.0546623751097
41,0.95,41,528362.7456223256,1909.050373093292,20804.731060673854,4236.654192720335
42,0.05,42,424990.391003354,1357.7743047108033,1436.074964844227,501.3984154887595
42,0.25,42,471646.34363779926,1577.4437203808782,3981.5491740829602,957.6816523539959
42,0.5,42,504076.40682480705,1730.1336265596271,5750.881591176607,1274.8393432203818
42,0.75,42,536506.4700118147,1882.8235327383763,7520.214008270264,1591.997034086768
42,0.95,42,583162.4226462601,2102.4929484084505,10065.688217508965,2048.2802709520047
43,0.05,43,380535.73963991343,1309.6864744053755,2599.15945289094,-607.6699507690801
43,0.25,43,423617.8903979315,1481.4672499930407,8116.777123838435,879.1321589456047
43,0.5,43,453563.8413950439,1600.8702648723977,11952.015279033065,1912.5927066791387
43,0.75,43,483509.7923921566,1720.273279751754,15787.2534342277,2946.053254412675
43,0.95,43,526591.9431501742,1892.0540553394196,21304.871105175203,4432.855364127352
44,0.05,44,417024.44024810777,1347.359324428186,1534.0692798490127,450.298459928537
44,0.25,44,463539.57086533355,1574.1501417422105,4383.841458529416,874.7749574619636
44,0.5,44,495871.7501456012,1731.7900594897478,6364.6882016511445,1169.8241175180326
44,0.75,44,528203.9294258689,1889.4299772372851,8345.534944772866,1464.8732775741016
44,0.95,44,574719.0600430948,2116.2207945513096,11195.307123453276,1889.3497751075283
45,0.05,45,408321.7364030773,1305.3530884748925,1179.8905466720435,313.79319738733943
45,0.25,45,458210.61693576846,1560.3799277367445,4639.746080980705,766.0204603853362
45,0.5,45,492887.8543867038,1737.6464081030401,7044.655363932769,1080.3588863697037
45,0.75,45,527565.0918376392,1914.9128884693362,9449.56464688483,1394.6973123540704
45,0.95,45,577453.9723703301,2169.9397277311873,12909.420181193489,1846.924575352069
46,0.05,46,417024.44024810777,1347.359324428186,1534.0692798490127,450.298459928537
46,0.25,46,463539.57086533355,1574.1501417422105,4383.841458529416,874.7749574619636
46,0.5,46,495871.7501456012,1731.7900594897478,6364.6882016511445,1169.8241175180326
46,0.75,46,528203.9294258689,1889.4299772372851,8345.534944772866,1464.8732775741016
46,0.95,46,574719.0600430948,2116.2207945513096,11195.307123453276,1889.3497751075283
47,0.05,47,368958.94170678733,1207.6828315763232,2902.7093496013067,-575.4466764701021
47,0.25,47,412906.4107679731,1391.7274049894265,9357.79962193445,1395.5351542634082
47,0.5,47,443453.8354391632,1519.6548570720636,13844.665146893272,2765.5439463235634
47,0.75,47,474001.26011035324,1647.5823091547009,18331.530671852073,4135.552738383714
